node_id;x;y;z;v_x;v_y;v_z;disp_x;disp_y;disp_z;T;stress_mean;strain_plast;stress_eff;stress_flow;strain_rate;surface_dist;contact_dist;strain_vol;structHardness;structTensile;structHeat;structVolume;structt85;structInstTRate;volume;Sub.stress_xx;Sub.stress_yy;Sub.stress_zz;Sub.stress_xy;Sub.stress_yz;Sub.stress_zx;stress_1;stress_2;stress_3;strain_elast;Sub.Strain_eff;Sub._strain_xx;Sub._strain_yy;Sub._strain_zz;Sub._strain_xy;Sub._strain_yz;Sub._strain_zx;Sub.strain_xx;Sub.strain_yy;Sub.strain_zz;Sub.strain_xy;Sub.strain_yz;Sub.strain_zx;Sub.strain_1;Sub.strain_1_x;Sub.strain_1_y;Sub.strain_1_z;Sub.strain_2;Sub.strain_2_x;Sub.strain_2_y;Sub.strain_2_z;Sub.strain_3;Sub.strain_3_x;Sub.strain_3_y;Sub.strain_3_z;Sub.strain_vol;Sub._temper_vol;Sub.stress_xx;Sub.stress_yy;Sub.stress_zz;Sub.stress_xy;Sub.stress_yz;Sub.stress_zx;Sub.stress_1;Sub.stress_1_x;Sub.stress_1_y;Sub.stress_1_z;Sub.stress_2;Sub.stress_2_x;Sub.stress_2_y;Sub.stress_2_z;Sub.stress_3;Sub.stress_3_x;Sub.stress_3_y;Sub.stress_3_z
67;0.0763282;0.055654;-0.280553;1.00807e-08;-2.32667e-09;-5.4245e-09;0.0010466;-0.00028303;-0.000431062;39.4419;-3.42692e+08;1.13831;7.23389e+08;1.95887e+09;0;0;1e+30;-0.106706;428.497;1.33548e+09;109695;2.12684;3501.45;0.00537568;2.61449e-05;-3.61882e+07;-6.79306e+08;-3.12581e+08;3.76993e+07;2.36e+08;1.15035e+08;2.80134e+07;-2.60905e+08;-7.95184e+08;0.230571;0.50794;0.152069;0.105577;-0.257646;-0.0436567;-0.749881;-0.0920603;0.1165;0.0700086;-0.293215;-0.0436567;-0.749881;-0.0920603;0.305196;0.0097768;0.258153;-0.1625;0.120256;0.11983;-0.00823491;-0.00587269;-0.532159;-0.041385;-0.281509;-0.449703;-0.106706;-0.125711;-3.61883e+07;-6.79306e+08;-3.12581e+08;3.76991e+07;2.36e+08;1.15035e+08;2.80131e+07;2.47206e+07;5.33728e+06;1.20475e+07;-2.60904e+08;1.22581e+08;-1.04673e+08;-2.05155e+08;-7.95184e+08;-1.80694e+07;-7.12453e+08;3.52706e+08
68;0.0754406;0.0672573;-0.287955;1.02096e-08;-3.17486e-09;-4.88684e-09;0.00104829;-0.000357758;-0.000369941;39.3336;-3.86094e+08;1.23276;7.44194e+08;2.00302e+09;0;0;1e+30;-0.108239;428.497;1.33548e+09;109691;2.12683;3499.8;0.00534625;7.69167e-06;-1.43051e+08;-5.75638e+08;-4.39593e+08;6.45465e+07;3.40228e+08;1.25529e+08;-1.30167e+07;-2.89404e+08;-8.55861e+08;0.237198;0.50435;0.154783;-0.0548456;-0.0999379;-0.0970244;-0.82121;-0.0734793;0.118704;-0.0909251;-0.136017;-0.0970244;-0.82121;-0.0734793;0.29832;-0.0169528;0.217148;-0.203849;0.12369;0.122964;-0.00270909;-0.0131119;-0.530249;-0.0488509;-0.363396;-0.383041;-0.108239;-0.126984;-1.43051e+08;-5.75638e+08;-4.39593e+08;6.45464e+07;3.40228e+08;1.25529e+08;-1.30167e+07;-9.50627e+06;-5.37439e+06;-7.08393e+06;-2.89404e+08;1.97299e+08;-1.42086e+08;-1.56968e+08;-8.55861e+08;-3.7015e+07;-6.56554e+08;5.47782e+08
69;0.0757066;0.0777238;-0.298228;1.02612e-08;-3.93117e-09;-4.12823e-09;0.00105085;-0.000434853;-0.000297848;39.3163;-3.4916e+08;1.34652;7.46263e+08;2.01591e+09;0;0;1e+30;-0.10917;428.497;1.33548e+09;109691;2.1268;3499.46;0.00534175;5.19642e-06;-8.10103e+07;-4.27382e+08;-5.39088e+08;6.85208e+07;3.38063e+08;9.80107e+07;9.32418e+06;-2.2965e+08;-8.27154e+08;0.237856;0.606626;0.140224;-0.195043;0.0548198;-0.151209;-0.976753;-0.075198;0.103834;-0.231433;0.0184299;-0.151209;-0.976753;-0.075198;0.398565;0.0230306;-0.245504;0.313132;0.112338;0.111421;-0.00608494;-0.0129657;-0.620073;-0.0704707;-0.487319;-0.376889;-0.10917;-0.128135;-8.10104e+07;-4.27382e+08;-5.39088e+08;6.85208e+07;3.38064e+08;9.80107e+07;9.32416e+06;7.37942e+06;4.16755e+06;3.88787e+06;-2.2965e+08;1.40047e+08;-1.43305e+08;-1.12204e+08;-8.27154e+08;3.45871e+07;5.30173e+08;-6.33959e+08
70;0.0768737;0.0879687;-0.31368;1.02732e-08;-4.67421e-09;-2.98549e-09;0.00104064;-0.000499995;-0.000191426;39.3204;-3.34752e+08;1.5263;7.47927e+08;2.01227e+09;0;0;1e+30;-0.103771;428.497;1.33548e+09;109691;2.12677;3498.17;0.00534289;6.30393e-06;-7.54427e+06;-3.60261e+08;-6.36451e+08;5.8871e+07;2.87696e+08;2.93477e+07;1.46104e+07;-2.01335e+08;-8.17531e+08;0.238387;0.656147;0.105155;-0.430106;0.324951;-0.20284;-0.767362;-0.241488;0.0705645;-0.464696;0.290361;-0.20284;-0.767362;-0.241488;0.464947;-0.0875431;-0.166013;0.425384;0.0840747;0.0809866;-0.0209137;0.00850494;-0.652793;-0.124987;-0.587743;-0.255099;-0.103771;-0.122822;-7.54439e+06;-3.6026e+08;-6.36451e+08;5.8871e+07;2.87696e+08;2.93477e+07;1.46103e+07;1.3842e+07;4.01387e+06;2.39764e+06;-2.01335e+08;6.44085e+07;-1.61088e+08;-1.02166e+08;-8.17531e+08;-6.62903e+06;4.35955e+08;-6.91561e+08
71;0.0770532;0.0901315;-0.3188;1.02905e-08;-4.82935e-09;-2.61178e-09;0.00104244;-0.000526919;-0.000161075;39.3412;-4.01122e+08;1.438;7.5691e+08;2.03752e+09;0;0;1e+30;-0.10419;428.497;1.33548e+09;109694;2.12679;3504.64;0.00534859;8.09325e-07;-1.05564e+08;-2.92978e+08;-8.04824e+08;9.55626e+07;2.25046e+08;-1.34331e+07;-5.58903e+07;-2.55018e+08;-8.92457e+08;0.241251;0.569084;0.090592;-0.44888;0.358288;-0.157786;-0.497753;-0.150904;0.055862;-0.48361;0.323558;-0.157786;-0.497753;-0.150904;0.401881;-0.0603323;-0.102516;0.383874;0.0630658;0.0615979;-0.0118555;0.00651507;-0.569137;-0.0871974;-0.539808;-0.157864;-0.10419;-0.122846;-1.05564e+08;-2.92978e+08;-8.04824e+08;9.55626e+07;2.25046e+08;-1.34331e+07;-5.58903e+07;-4.87844e+07;-2.6348e+07;-7.04223e+06;-2.55018e+08;1.23513e+08;-2.0541e+08;-8.70958e+07;-8.92457e+08;-5.31135e+07;3.2051e+08;-8.31224e+08
72;0.0770296;0.0916458;-0.324113;1.03111e-08;-4.93423e-09;-2.22271e-09;0.00104319;-0.000535963;-0.000118427;39.3259;-3.4122e+08;1.34972;7.51816e+08;2.02602e+09;0;0;1e+30;-0.103858;428.497;1.33548e+09;109697;2.1268;3504.6;0.00534449;1.14707e-06;-6.72427e+07;-1.44473e+08;-8.11943e+08;7.53084e+07;1.21644e+08;-1.62585e+07;-1.78215e+07;-1.71302e+08;-8.34535e+08;0.239626;0.523357;0.0760711;-0.466712;0.390641;-0.112293;-0.230232;-0.0606214;0.0414517;-0.501332;0.356022;-0.112293;-0.230232;-0.0606214;0.372784;-0.0257969;-0.0469275;0.368918;0.0461843;0.0458167;-0.00523208;0.00253823;-0.522827;-0.0549981;-0.515275;-0.0693902;-0.103858;-0.122871;-6.72427e+07;-1.44473e+08;-8.11943e+08;7.53084e+07;1.21644e+08;-1.62586e+07;-1.78215e+07;-1.47426e+07;-9.93836e+06;-1.22053e+06;-1.71302e+08;9.60229e+07;-1.38903e+08;-2.88115e+07;-8.34535e+08;-3.193e+07;1.4815e+08;-8.20659e+08
73;0.0764678;0.0920873;-0.332708;1.0373e-08;-4.9584e-09;-1.60154e-09;0.0010543;-0.000541148;-6.03723e-05;39.241;-3.20788e+08;1.32817;7.39515e+08;2.03311e+09;0;0;1e+30;-0.103651;428.496;1.33548e+09;109699;2.12673;3503.58;0.00532146;5.73457e-07;-6.08011e+07;-1.00585e+08;-8.00978e+08;5.73279e+07;6.73563e+07;-3.3741e+07;-1.98305e+07;-1.33091e+08;-8.09442e+08;0.235701;0.430687;0.0670077;-0.398532;0.331524;-0.082161;-0.00908852;-0.0564698;0.0324572;-0.433083;0.296974;-0.082161;-0.00908852;-0.0564698;0.299954;-0.0314729;-8.54262e-05;0.298299;0.0331409;0.0328293;-0.00292645;0.00346292;-0.436747;-0.0383403;-0.43504;-0.0041698;-0.103651;-0.122785;-6.08011e+07;-1.00585e+08;-8.00978e+08;5.73279e+07;6.73563e+07;-3.37411e+07;-1.98305e+07;-1.60447e+07;-1.165e+07;-311510;-1.33091e+08;7.79051e+07;-1.069e+08;-1.47165e+07;-8.09442e+08;-4.23684e+07;7.98593e+07;-8.04378e+08
74;0.0761782;0.0925565;-0.336301;1.04047e-08;-4.98549e-09;-1.34452e-09;0.00105623;-0.000544489;-3.53054e-05;39.2234;-2.95923e+08;1.4775;7.23213e+08;2.05511e+09;0;0;1e+30;-0.101942;428.496;1.33547e+09;109700;2.1267;3504.1;0.00531671;2.3328e-07;-4.23168e+07;-7.3771e+07;-7.7168e+08;5.60297e+07;2.02248e+07;-2.81251e+07;287518;-1.14573e+08;-7.73483e+08;0.230504;0.450819;0.0752426;-0.416872;0.34163;-0.113168;0.0654567;0.0176513;0.0412621;-0.450853;0.307649;-0.113168;0.0654567;0.0176513;0.309213;0.00748225;0.0127424;0.30886;0.047586;0.0472666;-0.0054263;-0.000921182;-0.458741;-0.0518852;-0.455356;0.0200433;-0.101942;-0.121223;-4.23168e+07;-7.3771e+07;-7.7168e+08;5.60297e+07;2.02248e+07;-2.81251e+07;287516;229772;172787;-3844.46;-1.14573e+08;6.8712e+07;-9.15016e+07;-5.75725e+06;-7.73483e+08;-3.16176e+07;2.48586e+07;-7.72436e+08
75;0.07583;0.0931152;-0.339926;1.0441e-08;-5.01468e-09;-1.0793e-09;0.00105883;-0.000548308;-9.93707e-06;39.2071;-3.35614e+08;1.6202;7.19996e+08;2.06352e+09;0;0;1e+30;-0.100617;428.495;1.33547e+09;109701;2.12664;3504.9;0.00531231;2.04393e-07;-7.48707e+07;-1.22087e+08;-8.09883e+08;5.30137e+07;9.51731e+06;-2.53259e+07;-4.01094e+07;-1.55789e+08;-8.10942e+08;0.229478;0.476487;0.0823743;-0.431966;0.349591;-0.140053;0.147125;0.0931277;0.0488353;-0.465505;0.316052;-0.140053;0.147125;0.0931277;0.328734;0.0474771;0.0258469;0.324259;0.0533715;0.0522922;-0.00805176;-0.00701468;-0.482722;-0.0668449;-0.475686;0.0477045;-0.100617;-0.119662;-7.48708e+07;-1.22087e+08;-8.09883e+08;5.30137e+07;9.51729e+06;-2.53259e+07;-4.01094e+07;-3.37174e+07;-2.1707e+07;840941;-1.55789e+08;8.41932e+07;-1.30978e+08;-5.16566e+06;-8.10942e+08;-2.88467e+07;1.34155e+07;-8.10318e+08
76;0.0752582;0.0931165;-0.34297;1.04871e-08;-5.00779e-09;-8.62103e-10;0.00106309;-0.000548239;1.11451e-05;39.1719;-2.43579e+08;1.61411;6.92348e+08;2.07607e+09;0;0;1e+30;-0.100326;428.495;1.33547e+09;109698;2.12654;3505.17;0.00530276;1.19745e-07;-1.18973e+07;-2.00836e+07;-6.98756e+08;3.92317e+07;-2.91192e+07;-4.45933e+07;2.72724e+07;-5.53356e+07;-7.02674e+08;0.220665;0.425955;0.0840354;-0.348972;0.264937;-0.284708;0.22751;0.115859;0.0505935;-0.382414;0.231495;-0.284708;0.22751;0.115859;0.257776;0.0467012;0.0342485;0.251186;0.0901567;0.0847414;-0.0283878;-0.0118848;-0.448258;-0.129685;-0.421268;0.08155;-0.100326;-0.119917;-1.18973e+07;-2.00836e+07;-6.98756e+08;3.92317e+07;-2.91192e+07;-4.45933e+07;2.72723e+07;2.0338e+07;1.80625e+07;-1.97362e+06;-5.53356e+07;3.6706e+07;-4.14034e+07;-670176;-7.02674e+08;-4.36838e+07;-2.73845e+07;-7.0078e+08
77;0.0742971;0.0925223;-0.34568;1.05549e-08;-4.95827e-09;-6.76013e-10;0.00107011;-0.000544128;3.07489e-05;39.1156;-1.91833e+08;1.74061;6.55926e+08;2.0924e+09;0;0;1e+30;-0.100278;428.496;1.33548e+09;109692;2.1266;3503.74;0.00528746;4.44537e-08;2.76915e+07;2.33145e+07;-6.26504e+08;2.32821e+07;-2.25759e+07;-2.55352e+07;5.06031e+07;2.1186e+06;-6.28219e+08;0.209054;0.542326;0.229543;-0.525482;0.295938;-0.0966835;0.20025;-0.0102023;0.196117;-0.558908;0.262513;-0.0966835;0.20025;-0.0102023;0.276059;-0.038309;0.0347356;0.271172;0.197517;0.195229;-0.00867887;0.0286921;-0.573853;-0.0352577;-0.568733;0.0678706;-0.100278;-0.120178;2.76915e+07;2.33145e+07;-6.26504e+08;2.32821e+07;-2.25759e+07;-2.55352e+07;5.06031e+07;3.73889e+07;3.4004e+07;-2.54377e+06;2.11861e+06;-1.4254e+06;1.56741e+06;1610.18;-6.28219e+08;-2.36845e+07;-2.08941e+07;-6.27425e+08
78;0.0751275;0.0926178;-0.348502;1.05088e-08;-4.96368e-09;-4.72807e-10;0.00106422;-0.000544984;5.08797e-05;39.1263;-2.79653e+08;1.67583;7.3523e+08;2.08716e+09;0;0;1e+30;-0.101168;428.496;1.33548e+09;109694;2.12663;3504.75;0.00529039;1.02272e-07;-1.73343e+07;-5.4795e+07;-7.6683e+08;2.6661e+07;-3.25199e+07;-7.88658e+06;-2.84072e+06;-6.77472e+07;-7.68372e+08;0.23433;0.540706;0.19574;-0.509172;0.313432;-0.0583852;0.285599;0.0222515;0.162017;-0.542894;0.279709;-0.0583852;0.285599;0.0222515;0.304059;0.0131795;0.0500627;0.299619;0.163037;0.162741;-0.00791056;-0.00583678;-0.568264;-0.02382;-0.55983;0.0945885;-0.101168;-0.120546;-1.73343e+07;-5.4795e+07;-7.6683e+08;2.6661e+07;-3.25199e+07;-7.88657e+06;-2.84074e+06;-2.50494e+06;-1.33726e+06;82779.6;-6.77472e+07;3.19468e+07;-5.96929e+07;2.41639e+06;-7.68372e+08;-6.82734e+06;-3.47248e+07;-7.67556e+08
79;0.0756403;0.0924891;-0.351338;1.04835e-08;-4.95156e-09;-2.63486e-10;0.00106066;-0.000543824;7.07147e-05;39.1495;-3.15777e+08;1.60403;7.28465e+08;2.06717e+09;0;0;1e+30;-0.101749;428.496;1.33547e+09;109699;2.1267;3506.35;0.00529677;4.02305e-07;-6.44038e+07;-1.09669e+08;-7.73259e+08;5.41869e+07;-1.25434e+08;-2.71598e+07;-1.61081e+07;-1.3465e+08;-7.96574e+08;0.232175;0.546586;0.162844;-0.493176;0.330331;-0.0184338;0.367862;0.0537419;0.128928;-0.527092;0.296415;-0.0184338;0.367862;0.0537419;0.338464;0.0391266;0.0694825;0.328936;0.126401;0.125525;-0.00563771;-0.0137402;-0.566614;-0.0119164;-0.55397;0.118435;-0.101749;-0.120913;-6.44038e+07;-1.09669e+08;-7.73259e+08;5.41869e+07;-1.25434e+08;-2.71598e+07;-1.61081e+07;-1.24318e+07;-1.00243e+07;2.10662e+06;-1.3465e+08;8.55668e+07;-1.02645e+08;1.65221e+07;-7.96574e+08;-1.85875e+07;-1.41636e+08;-7.8366e+08
80;0.0748745;0.0912724;-0.35669;1.05467e-08;-4.85282e-09;1.19185e-10;0.0010663;-0.000533907;0.000108144;39.092;-3.14409e+08;1.45331;7.31034e+08;2.05643e+09;0;0;1e+30;-0.102459;428.496;1.33548e+09;109694;2.12668;3507.61;0.00528117;3.50294e-07;-6.04928e+07;-1.3576e+08;-7.46975e+08;7.02041e+07;-1.76704e+08;-1.5266e+07;-1.3119e+06;-1.47516e+08;-7.944e+08;0.232991;0.52182;0.122419;-0.441125;0.318706;-0.0631197;0.436572;-0.00219526;0.0882663;-0.475278;0.284553;-0.0631197;0.436572;-0.00219526;0.343131;-0.0124247;0.0888178;0.331204;0.0893976;0.0892341;-0.00334637;0.00424489;-0.534988;-0.0259052;-0.516367;0.137501;-0.102459;-0.12163;-6.04928e+07;-1.3576e+08;-7.46975e+08;7.02041e+07;-1.76704e+08;-1.5266e+07;-1.31193e+06;-1.01224e+06;-807200;212010;-1.47516e+08;9.38393e+07;-1.09802e+08;2.9977e+07;-7.944e+08;3.76892e+06;-2.0622e+08;-7.67157e+08
81;0.0749843;0.0888875;-0.364344;1.0552e-08;-4.66732e-09;6.67733e-10;0.00106665;-0.000520133;0.000163083;39.0674;-3.1492e+08;1.45749;7.38025e+08;2.04348e+09;0;0;1e+30;-0.105134;428.496;1.33548e+09;109690;2.12673;3509.69;0.00527455;1.68568e-06;-5.37011e+07;-1.86446e+08;-7.04615e+08;5.78925e+07;-2.44305e+08;-1.49164e+07;-9.57608e+06;-1.33476e+08;-8.01709e+08;0.235219;0.554702;0.125292;-0.355616;0.230324;-0.0457782;0.727698;-0.0319674;0.0902473;-0.39066;0.195279;-0.0457782;0.727698;-0.0319674;0.371547;-0.0319993;0.160248;0.333682;0.0884352;0.088087;0.00161712;0.00767073;-0.565117;-0.0118606;-0.509749;0.243665;-0.105134;-0.124303;-5.37011e+07;-1.86446e+08;-7.04615e+08;5.78925e+07;-2.44305e+08;-1.49163e+07;-9.5761e+06;-7.68726e+06;-5.3336e+06;2.03973e+06;-1.33476e+08;7.95814e+07;-9.92578e+07;4.03792e+07;-8.01709e+08;8.09576e+06;-2.96509e+08;-7.44818e+08
82;0.0755215;0.0854182;-0.37196;1.05236e-08;-4.41658e-09;1.21726e-09;0.00106432;-0.000493403;0.000215134;39.0619;-3.51821e+08;1.44065;7.34636e+08;2.02627e+09;0;0;1e+30;-0.107213;428.496;1.33548e+09;109692;2.12676;3512.62;0.00527316;7.25428e-06;-4.94672e+07;-3.63357e+08;-6.4264e+08;6.69572e+07;-2.89961e+08;-5.72056e+07;-5.94154e+06;-2.24475e+08;-8.25048e+08;0.234138;0.51846;0.11429;-0.236639;0.122349;-0.0352845;0.797331;-0.0369132;0.078552;-0.272377;0.0866115;-0.0352845;0.797331;-0.0369132;0.346673;-0.032287;0.187535;0.289776;0.0762441;0.0759103;0.00335078;0.00628944;-0.53013;-0.00418204;-0.445257;0.287692;-0.107213;-0.126162;-4.94673e+07;-3.63357e+08;-6.4264e+08;6.69572e+07;-2.89961e+08;-5.72057e+07;-5.94153e+06;-5.31958e+06;-2.19545e+06;1.47779e+06;-2.24475e+08;9.99146e+07;-1.71328e+08;1.05132e+08;-8.25048e+08;-1.38403e+07;-4.373e+08;-6.99486e+08
83;0.0751834;0.0757635;-0.386879;1.05591e-08;-3.70568e-09;2.27366e-09;0.00106996;-0.000428217;0.00032789;39.0044;-3.70013e+08;1.41291;7.55476e+08;2.02528e+09;0;0;1e+30;-0.109674;428.496;1.33547e+09;109688;2.12674;3522.9;0.0052577;1.32436e-05;-9.36027e+07;-4.43616e+08;-5.72822e+08;8.27299e+07;-3.36765e+08;-9.22901e+07;-1.50158e+06;-2.56952e+08;-8.51586e+08;0.240778;0.513405;0.0838351;-0.00807738;-0.0757577;-0.0046546;0.874214;-0.0285825;0.047277;-0.0446354;-0.112316;-0.0046546;0.874214;-0.0285825;0.360356;-0.0131345;0.264195;0.244714;0.0470013;0.0469642;0.00176121;0.00061928;-0.517031;-0.00816223;0.351082;-0.379469;-0.109674;-0.128515;-9.36026e+07;-4.43616e+08;-5.72822e+08;8.27298e+07;-3.36765e+08;-9.22902e+07;-1.50156e+06;-1.20211e+06;-676682;593057;-2.56952e+08;1.5384e+08;-1.61646e+08;1.2739e+08;-8.51586e+08;-2.13267e+07;-5.3937e+08;-6.58654e+08
84;0.0734458;0.0623278;-0.401256;1.06515e-08;-2.70156e-09;3.27856e-09;0.00108504;-0.00033752;0.000435885;38.9192;-3.31195e+08;1.35198;6.67422e+08;2.00297e+09;0;0;1e+30;-0.109863;428.495;1.33547e+09;109754;2.13014;3531.16;0.0052347;2.40943e-05;-6.17711e+07;-4.99965e+08;-4.31848e+08;7.19019e+07;-2.79822e+08;-9.70141e+07;1.21457e+07;-2.5777e+08;-7.47961e+08;0.212711;0.556546;0.0231817;0.252883;-0.276065;-0.0467693;0.792667;-0.13162;-0.0134394;0.216262;-0.312686;-0.0467693;0.792667;-0.13162;0.434253;-0.0500324;0.379202;0.205617;-0.0151234;-0.0149592;-0.00218768;0.000394574;-0.528993;-0.0482845;0.246165;-0.465731;-0.109863;-0.128969;-6.17711e+07;-4.99965e+08;-4.31848e+08;7.19018e+07;-2.79822e+08;-9.70141e+07;1.21456e+07;1.03531e+07;4.10243e+06;-4.84769e+06;-2.57769e+08;-1.34718e+08;1.47854e+08;-1.62589e+08;-7.47961e+08;-1.18834e+07;-5.58174e+08;-4.97741e+08
85;0.0739831;0.044584;-0.410717;1.05669e-08;-1.44188e-09;3.95552e-09;0.00107634;-0.000211014;0.000492047;38.9156;-3.46982e+08;1.29739;7.10036e+08;2.02549e+09;0;0;1e+30;-0.104218;428.496;1.33547e+09;109687;2.12672;3525.46;0.00523388;6.16867e-06;-6.90625e+07;-6.76634e+08;-2.95249e+08;2.99879e+07;-2.51991e+08;-9.67404e+07;-7.28157e+06;-2.31344e+08;-8.02319e+08;0.226292;0.588027;0.0500249;0.40663;-0.456654;-0.114452;0.510179;-0.105728;0.0152857;0.37189;-0.491394;-0.114452;0.510179;-0.105728;0.452595;-0.0708801;0.430517;0.120306;0.00656789;0.00647387;0.00110039;-0.000123579;-0.563381;-0.0351731;0.145951;-0.54301;-0.104218;-0.123195;-6.90625e+07;-6.76634e+08;-2.95249e+08;2.99879e+07;-2.51991e+08;-9.67404e+07;-7.28157e+06;-6.20248e+06;-1.58422e+06;3.46998e+06;-2.31344e+08;-1.21079e+08;9.0849e+07;-1.74947e+08;-8.02319e+08;-1.81413e+07;-7.16921e+08;-3.59738e+08
86;0.0754093;0.0297788;-0.414913;1.04289e-08;-3.81186e-10;4.25524e-09;0.00106624;-0.000103051;0.000520298;38.9155;-3.90497e+08;1.21463;7.63324e+08;2.00977e+09;0;0;1e+30;-0.107231;428.496;1.33547e+09;109688;2.12675;3529.38;0.00523384;2.7723e-05;-1.52919e+08;-8.51213e+08;-1.6736e+08;9.90679e+06;-1.42304e+08;-1.20939e+08;-2.5078e+07;-2.66495e+08;-8.7992e+08;0.243275;0.458079;0.040643;0.366577;-0.40722;-0.0289878;0.154272;0.0339322;0.00489945;0.330834;-0.442964;-0.0289878;0.154272;0.0339322;0.338936;-0.0129512;0.337079;0.0329727;0.00514665;0.00513875;0.000175455;0.000224762;-0.451313;0.0181048;0.0445908;-0.44874;-0.107231;-0.12595;-1.52919e+08;-8.51213e+08;-1.6736e+08;9.90679e+06;-1.42304e+08;-1.20939e+08;-2.50781e+07;-1.72191e+07;-3.29532e+06;1.79319e+07;-2.66495e+08;-1.93675e+08;4.01829e+07;-1.78591e+08;-8.7992e+08;-1.73847e+07;-8.62141e+08;-1.75128e+08
87;0.075729;0.0146939;-0.41732;1.03387e-08;6.95105e-10;4.42296e-09;0.00106429;5.37627e-06;0.000539039;38.9272;-4.24341e+08;1.32692;7.66554e+08;2.00565e+09;0;0;1e+30;-0.0985787;428.495;1.33547e+09;109690;2.12675;3532.89;0.00523721;1.62976e-05;-1.60936e+08;-9.09848e+08;-2.02239e+08;4.68929e+06;-4.44862e+07;-1.29046e+08;-4.96717e+07;-3.10702e+08;-9.1265e+08;0.244304;0.554404;0.00705715;0.466689;-0.473746;-0.0360863;-0.166764;-0.0917165;-0.0258024;0.43383;-0.506606;-0.0360863;-0.166764;-0.0917165;0.441584;-0.0132447;0.439744;-0.0380296;-0.0216853;-0.0215763;-0.000466462;0.00212065;-0.518478;-0.0495312;-0.0459481;-0.514057;-0.0985787;-0.117096;-1.60936e+08;-9.09848e+08;-2.02239e+08;4.68928e+06;-4.44862e+07;-1.29046e+08;-4.96718e+07;-3.76261e+07;-1.87938e+06;3.23732e+07;-3.10702e+08;-2.02834e+08;1.58481e+07;-2.34825e+08;-9.1265e+08;-4.24169e+06;-9.10808e+08;-5.78056e+07
88;0.0739749;-0.00357292;-0.416796;1.03789e-08;2.00948e-09;4.37093e-09;0.00107804;0.000135649;0.00053688;38.9254;-4.74608e+08;1.23455;7.48578e+08;2.01684e+09;0;0;1e+30;-0.09869;428.495;1.33547e+09;109689;2.12674;3533.38;0.00523674;1.88139e-05;-1.95441e+08;-9.02847e+08;-3.25536e+08;-5.25912e+07;1.42173e+08;-1.48452e+08;-7.98474e+07;-4.07578e+08;-9.36398e+08;0.238575;0.546238;0.0653653;0.376753;-0.442119;0.074387;-0.449074;-0.0675105;0.0324686;0.343857;-0.475015;0.074387;-0.449074;-0.0675105;0.406662;0.0479983;0.390886;-0.101385;0.028167;0.0279456;-0.00351137;-0.000307793;-0.533519;-0.0221853;-0.131277;-0.51664;-0.09869;-0.116908;-1.95441e+08;-9.02847e+08;-3.25536e+08;-5.25912e+07;1.42173e+08;-1.48452e+08;-7.98474e+07;-6.42906e+07;1.20206e+07;4.5802e+07;-4.07578e+08;-2.41499e+08;-6.66444e+07;-3.21492e+08;-9.36398e+08;-2.3366e+07;-9.12976e+08;2.0681e+08
89;0.0751818;-0.0226624;-0.409995;1.01825e-08;3.36967e-09;3.90403e-09;0.00106352;0.000270944;0.000486089;38.94;-4.02411e+08;1.16618;7.23485e+08;2.00933e+09;0;0;1e+30;-0.103856;428.495;1.33547e+09;109690;2.12675;3531.51;0.0052408;1.75263e-05;-1.14047e+08;-7.15943e+08;-3.77244e+08;-6.80937e+07;2.61198e+08;-1.02816e+08;-3.75751e+07;-3.11612e+08;-8.58047e+08;0.230579;0.422709;-0.0091742;0.108163;-0.0989892;-0.0717111;-0.698319;0.00956768;-0.043793;0.0735445;-0.133608;-0.0717111;-0.698319;0.00956768;0.336793;-0.0278946;0.26937;-0.200227;-0.0455323;-0.0453181;-0.00165265;0.00409015;-0.395117;-0.0198618;-0.236735;-0.31572;-0.103856;-0.122504;-1.14047e+08;-7.15943e+08;-3.77244e+08;-6.80937e+07;2.61198e+08;-1.02816e+08;-3.75752e+07;-3.19143e+07;9.83516e+06;1.72233e+07;-3.11612e+08;-1.64415e+08;-1.23544e+08;-2.34108e+08;-8.58047e+08;-1.27982e+07;-7.55034e+08;4.07437e+08
90;0.074391;-0.0406214;-0.397369;1.01173e-08;4.65794e-09;3.01538e-09;0.00107104;0.000389837;0.00040183;38.9372;-3.60963e+08;1.47498;7.38861e+08;2.03159e+09;0;0;1e+30;-0.101772;428.495;1.33547e+09;109690;2.12676;3531.99;0.00523993;1.8469e-05;-1.04662e+08;-4.8899e+08;-4.89236e+08;-7.90492e+07;3.50614e+08;-5.93749e+07;-2.21077e+07;-2.20785e+08;-8.39995e+08;0.235479;0.451435;0.0617908;-0.119822;0.0580316;0.112182;-0.745076;0.0239197;0.0278668;-0.153746;0.0241077;0.112182;-0.745076;0.0239197;0.320411;-0.0280061;-0.199236;0.249367;0.0311489;0.030852;0.000911211;0.00419299;-0.453332;0.0482663;-0.354785;-0.278042;-0.101772;-0.120667;-1.04662e+08;-4.8899e+08;-4.89236e+08;-7.90492e+07;3.50614e+08;-5.93749e+07;-2.21077e+07;-1.69183e+07;1.02658e+07;9.85563e+06;-2.20785e+08;-1.42058e+08;-1.17256e+08;-1.21724e+08;-8.39995e+08;1.61696e+07;5.95345e+08;-5.92363e+08
